Age,Education_num,Race,Sex,Hours_per_week,>50k,Class_ind,Occupation_ind
55,4,White,0,72,0,1,1
51,10,White,0,8,1,1,1
62,9,White,0,40,0,1,1
34,13,White,1,40,1,1,1
54,10,Black,1,40,0,1,1
35,13,White,0,40,0,1,1
28,13,Black,0,48,0,1,1
17,8,White,1,16,0,1,1
22,10,White,1,35,0,1,1
67,4,White,0,48,0,1,1
43,10,White,0,65,0,1,1
57,11,White,0,40,1,1,1
38,9,White,1,35,0,1,1
19,9,White,1,25,0,1,1
34,9,White,1,40,0,1,1
50,11,Black,1,16,0,0,0
33,9,White,1,40,0,1,1
18,10,White,0,20,0,1,1
40,13,White,1,5,0,1,1
32,9,White,0,45,0,1,1
25,9,White,1,40,0,1,1
29,13,White,0,40,0,1,1
33,9,White,0,50,1,1,1
34,9,Black,0,40,0,1,1
21,9,White,0,40,0,0,0
23,6,White,0,40,0,1,1
21,10,White,0,40,0,1,1
42,10,White,0,40,0,1,1
32,10,White,0,40,0,1,1
31,10,White,0,40,0,1,1
63,9,Black,1,50,0,1,1
36,14,White,0,50,1,1,1
34,10,Black,0,30,0,1,1
60,5,Black,1,40,0,1,1
23,13,White,0,30,0,1,1
47,10,White,0,40,1,1,1
20,10,White,1,16,0,1,1
50,14,White,0,50,1,1,1
29,8,Other,0,35,0,1,1
37,9,Asian-Pac-Islander,0,40,0,1,1
20,10,White,1,10,0,1,1
50,10,White,0,50,1,1,1
31,9,Black,0,50,0,1,1
27,10,White,1,40,0,0,0
35,11,White,0,40,1,1,1
38,13,White,1,70,1,1,1
24,10,White,1,40,0,1,1
29,10,White,1,40,0,1,1
27,11,White,1,40,0,1,1
21,10,White,0,48,0,1,1
64,9,White,0,40,0,1,1
33,9,White,1,40,0,1,1
35,7,White,0,40,0,1,1
51,9,White,0,50,0,1,1
23,13,White,0,40,0,1,1
75,14,Amer-Indian-Eskimo,0,26,0,0,0
26,9,White,0,40,0,1,1
64,14,White,0,40,1,1,1
32,9,White,0,50,0,1,1
17,8,White,1,20,0,1,1
34,10,Black,0,47,0,1,1
37,9,White,0,40,1,1,1
72,9,White,0,14,0,0,0
47,10,White,1,50,0,1,1
45,13,Asian-Pac-Islander,1,35,0,1,1
23,6,White,0,50,0,1,1
36,14,White,0,50,1,1,1
62,16,White,0,45,1,1,1
34,13,White,0,53,1,1,1
36,6,Black,1,40,0,1,1
35,13,Asian-Pac-Islander,0,60,1,1,1
36,13,White,1,40,0,1,1
29,13,White,1,40,0,1,1
54,13,White,0,55,1,1,1
38,9,White,0,40,0,1,1
27,9,White,0,50,0,1,1
26,13,White,0,45,0,1,1
44,4,White,0,20,0,1,1
26,12,White,1,36,0,1,1
42,10,White,0,45,0,1,1
37,15,White,0,60,1,1,1
26,13,White,1,35,0,1,1
36,9,Black,1,40,0,1,1
19,9,White,0,40,0,0,0
44,14,White,0,50,0,1,1
23,9,White,0,42,0,1,1
27,10,White,0,40,0,1,1
53,9,Other,0,60,0,1,1
28,9,White,0,40,0,1,1
22,9,Black,1,35,0,1,1
29,7,White,0,40,0,1,1
41,10,Amer-Indian-Eskimo,0,40,1,1,1
34,9,Black,1,40,0,1,1
42,13,White,0,70,0,1,1
30,5,White,0,40,0,1,1
41,10,White,0,43,0,1,1
37,13,Black,1,32,0,1,1
46,7,Black,0,40,0,1,1
46,4,White,1,40,0,1,1
30,13,White,0,50,1,1,1
27,13,White,0,50,0,1,1
25,9,Black,1,43,0,1,1
21,10,White,1,40,0,1,1
23,12,White,0,40,0,1,1
18,9,White,1,30,0,1,1
46,7,Black,0,40,0,1,1
27,10,White,0,48,0,1,1
25,13,White,0,60,0,1,1
61,13,White,1,50,1,1,1
50,14,White,0,40,1,1,1
66,10,White,1,40,0,1,1
26,9,White,1,20,0,1,1
50,12,White,0,48,1,1,1
41,9,White,1,40,0,1,1
43,12,White,0,20,0,1,1
38,13,White,0,40,1,1,1
20,10,White,0,35,0,1,1
58,12,White,0,42,1,1,1
41,16,White,0,50,1,1,1
43,11,White,1,36,0,1,1
39,13,White,0,40,0,1,1
22,10,White,0,60,0,1,1
52,9,Amer-Indian-Eskimo,1,40,0,1,1
35,13,Black,0,40,0,0,0
46,9,White,0,40,0,1,1
20,10,White,0,40,0,1,1
55,10,White,0,48,1,1,1
48,10,White,1,40,0,1,1
22,10,White,1,40,0,0,0
30,10,White,1,55,0,1,1
40,9,White,1,40,0,1,1
44,13,White,0,45,0,1,1
55,9,White,0,40,0,1,1
53,13,White,1,28,0,1,1
57,6,White,0,40,0,0,0
57,4,White,0,40,0,1,1
47,11,White,0,40,0,1,1
46,10,White,1,15,0,0,0
64,13,White,0,40,1,1,1
18,8,Black,1,18,0,1,1
28,10,White,1,40,0,0,0
25,9,White,0,40,0,1,1
37,13,White,0,50,0,1,1
33,9,White,0,32,0,1,1
66,4,Black,0,20,0,1,1
65,9,White,0,40,1,0,0
37,10,White,0,40,1,1,1
19,10,White,1,30,0,1,1
37,9,White,0,35,0,0,0
41,12,White,0,40,0,1,1
41,9,Black,1,40,0,1,1
76,9,White,1,8,0,1,1
52,10,White,1,40,0,1,1
23,10,White,1,50,0,1,1
43,9,White,1,35,0,1,1
32,13,White,0,55,0,1,1
33,12,Black,1,35,0,1,1
33,13,White,0,15,0,1,1
59,6,White,0,50,0,1,1
21,7,Black,0,40,0,1,1
40,9,White,0,40,0,1,1
22,11,White,0,35,0,1,1
45,7,White,0,35,0,1,1
28,13,White,0,43,1,1,1
38,10,Black,1,50,0,1,1
56,9,Black,0,40,0,1,1
42,10,White,1,18,0,0,0
19,9,White,0,36,0,1,1
48,7,White,1,30,1,1,1
31,6,White,1,28,0,1,1
42,11,White,0,40,0,1,1
37,2,White,0,66,0,1,1
23,6,White,1,40,0,0,0
60,10,Black,1,50,0,1,1
63,9,White,0,40,0,1,1
24,7,White,1,40,0,1,1
42,10,Amer-Indian-Eskimo,0,50,1,1,1
71,14,White,0,8,1,0,0
32,14,Asian-Pac-Islander,1,40,0,1,1
57,13,White,0,50,0,1,1
56,9,White,1,44,0,1,1
65,10,White,0,50,0,0,0
42,9,White,0,50,1,1,1
24,7,White,0,40,0,1,1
31,9,White,0,40,1,1,1
58,9,White,0,40,1,1,1
44,14,White,0,45,1,1,1
33,10,White,0,48,0,1,1
24,10,White,1,25,0,0,0
34,13,White,0,45,0,1,1
72,4,White,0,14,0,1,1
61,9,White,1,40,0,1,1
33,13,White,0,80,1,1,1
58,14,White,1,40,0,1,1
57,9,White,0,30,1,1,1
25,9,White,0,40,0,1,1
72,5,White,0,16,0,1,1
23,9,White,1,40,0,1,1
40,9,White,0,40,0,1,1
38,10,White,0,48,1,1,1
49,12,White,1,40,0,1,1
25,9,White,0,40,0,1,1
33,10,White,1,40,0,1,1
28,13,White,1,40,0,1,1
18,10,White,0,20,0,0,0
71,9,White,0,50,0,1,1
63,9,Black,1,55,0,1,1
49,11,White,0,56,1,1,1
65,14,White,1,40,1,1,1
22,10,White,1,50,0,1,1
45,9,Black,1,39,0,1,1
32,10,Black,1,40,0,0,0
29,13,Asian-Pac-Islander,0,40,0,1,1
44,13,White,0,40,0,1,1
64,9,White,1,40,0,1,1
22,4,White,0,40,0,1,1
64,9,White,0,50,0,1,1
39,13,White,0,40,0,1,1
35,9,Black,0,40,0,1,1
22,7,Asian-Pac-Islander,0,40,0,1,1
43,13,White,0,45,1,1,1
26,12,White,0,75,0,1,1
47,12,Asian-Pac-Islander,0,40,1,1,1
37,14,White,1,50,1,1,1
25,13,White,0,40,0,1,1
41,11,White,0,45,1,1,1
39,10,White,1,10,0,1,1
45,16,White,0,40,1,1,1
18,7,Black,0,30,0,0,0
37,9,White,0,40,0,1,1
30,9,White,0,40,0,1,1
34,7,Amer-Indian-Eskimo,0,60,0,1,1
22,10,White,0,25,0,1,1
18,9,White,0,30,0,1,1
22,9,White,1,40,0,1,1
55,10,White,1,10,0,1,1
56,10,White,1,35,1,1,1
19,8,Black,0,40,0,0,0
74,13,White,1,6,1,1,1
18,9,White,1,40,0,1,1
39,10,White,0,40,0,1,1
33,8,White,0,36,0,1,1
28,13,White,1,40,0,1,1
38,9,White,1,40,0,1,1
53,10,White,1,40,0,1,1
44,8,White,0,55,1,1,1
32,9,Amer-Indian-Eskimo,0,40,0,1,1
58,13,White,0,40,1,1,1
28,9,White,0,40,0,1,1
33,14,White,0,40,1,1,1
33,11,White,0,45,1,1,1
51,9,White,1,32,0,1,1
51,9,White,1,40,0,1,1
39,5,White,0,40,0,1,1
32,9,White,0,66,0,1,1
45,13,White,1,45,0,1,1
19,10,White,0,20,0,1,1
52,12,White,1,20,1,0,0
21,9,White,0,40,0,1,1
76,9,White,0,20,0,1,1
46,10,White,0,40,0,1,1
27,10,Black,1,40,0,1,1
51,9,White,0,60,0,1,1
19,9,White,1,20,0,1,1
30,11,White,1,40,0,1,1
46,9,White,1,12,1,1,1
68,10,White,0,48,0,1,1
36,13,White,0,60,1,1,1
71,9,White,1,20,0,1,1
32,10,Amer-Indian-Eskimo,0,40,0,1,1
43,9,White,1,40,0,1,1
33,9,White,0,50,0,1,1
24,10,White,0,40,0,1,1
38,11,White,1,36,0,1,1
76,10,Asian-Pac-Islander,1,37,0,1,1
35,9,White,1,5,0,1,1
23,13,White,0,40,0,1,1
46,10,White,0,40,0,1,1
44,10,White,0,50,1,1,1
17,6,White,0,10,0,0,0
30,9,White,1,40,0,1,1
51,9,White,1,15,0,1,1
18,7,White,0,24,0,1,1
23,6,White,0,18,0,1,1
53,14,White,0,40,1,1,1
25,10,White,1,40,0,1,1
44,14,Black,0,40,1,1,1
49,14,White,0,40,1,1,1
28,9,White,0,40,0,1,1
58,14,White,0,40,1,1,1
36,9,White,1,35,0,1,1
32,9,White,0,40,1,1,1
26,13,White,1,40,1,1,1
25,9,White,0,50,0,1,1
19,6,White,1,24,0,1,1
39,9,White,1,40,1,1,1
44,9,White,1,40,0,1,1
32,9,White,0,42,0,1,1
57,9,White,1,40,0,1,1
64,5,Black,1,40,0,1,1
46,14,White,1,45,1,1,1
37,13,White,1,40,0,1,1
22,11,White,1,40,0,1,1
30,6,White,0,40,0,1,1
33,13,White,1,40,0,1,1
32,9,White,0,40,0,1,1
23,9,White,1,35,0,1,1
40,9,Black,1,40,0,1,1
21,9,Asian-Pac-Islander,0,40,0,1,1
48,14,White,0,40,0,1,1
41,13,White,0,40,0,1,1
37,6,White,0,40,0,1,1
30,14,White,1,45,0,1,1
49,13,White,1,50,1,1,1
38,10,White,1,40,0,1,1
61,13,Asian-Pac-Islander,1,40,0,1,1
44,3,White,0,32,0,1,1
62,13,White,0,40,1,1,1
47,9,White,1,40,0,1,1
35,11,White,0,50,0,1,1
44,13,White,0,40,0,1,1
30,13,White,1,40,0,1,1
28,9,White,0,45,0,1,1
57,9,Black,1,50,0,1,1
26,13,White,0,40,0,1,1
38,11,White,0,48,1,1,1
44,10,White,0,40,0,1,1
35,4,White,0,40,0,1,1
40,14,White,0,58,0,1,1
50,10,White,0,25,0,1,1
37,9,White,0,60,1,1,1
26,13,White,1,12,0,1,1
64,10,White,0,40,1,1,1
30,1,White,0,40,0,1,1
29,9,White,0,40,0,1,1
28,9,White,0,50,1,1,1
28,10,White,0,25,0,1,1
33,13,Asian-Pac-Islander,0,40,0,1,1
24,9,White,1,30,0,1,1
26,9,White,0,40,0,1,1
77,13,White,1,20,0,1,1
25,10,White,0,9,0,1,1
53,8,White,0,40,0,1,1
38,7,White,1,44,0,1,1
30,14,White,0,47,1,1,1
39,9,White,0,40,0,1,1
51,16,White,0,50,1,1,1
25,13,White,1,15,0,0,0
49,13,White,0,85,1,1,1
51,10,White,1,40,0,1,1
47,9,White,1,48,0,1,1
36,5,Black,1,40,0,1,1
62,2,Black,1,30,0,1,1
40,14,White,1,45,0,1,1
30,10,Black,1,40,0,1,1
39,13,White,0,40,0,1,1
47,14,White,0,50,0,1,1
28,9,White,0,40,0,1,1
23,13,White,1,40,0,1,1
57,13,White,1,40,0,1,1
33,3,White,0,40,0,1,1
58,9,White,0,24,0,1,1
84,10,White,1,6,0,0,0
46,10,White,0,55,0,1,1
23,9,White,0,55,0,1,1
32,13,White,0,32,0,1,1
43,13,White,0,40,0,1,1
34,6,White,1,45,0,1,1
23,10,White,0,40,0,1,1
38,13,White,1,40,1,1,1
59,9,White,0,40,1,1,1
22,7,White,0,40,0,1,1
50,14,White,0,46,1,1,1
44,13,White,0,40,1,1,1
60,4,White,0,40,0,0,0
56,10,White,1,40,0,1,1
36,9,White,0,40,0,1,1
20,9,Black,0,40,0,1,1
38,9,White,0,55,0,1,1
29,9,White,0,50,0,1,1
32,12,White,0,20,0,1,1
36,10,White,1,35,0,1,1
19,12,White,1,18,0,1,1
37,9,White,1,40,0,1,1
22,13,White,1,15,0,1,1
42,13,White,0,45,1,1,1
22,10,White,0,20,0,1,1
35,13,White,0,45,1,1,1
21,10,White,1,25,0,1,1
43,16,White,0,42,1,1,1
22,9,White,0,40,0,0,0
18,7,White,0,24,0,1,1
28,7,Black,0,40,0,1,1
20,10,White,0,24,0,0,0
32,16,White,0,45,0,1,1
49,7,White,1,60,0,1,1
38,10,White,1,40,0,1,1
21,9,White,0,40,0,1,1
22,6,White,0,15,0,1,1
34,14,White,1,35,1,1,1
32,10,White,0,45,0,1,1
33,10,White,0,20,0,1,1
41,10,White,0,52,0,1,1
38,9,White,0,40,0,1,1
58,13,White,1,40,1,1,1
44,10,White,0,35,0,1,1
61,13,White,0,40,1,1,1
35,10,White,1,40,0,1,1
36,9,White,0,50,0,1,1
44,10,White,1,40,0,1,1
35,9,White,0,40,0,1,1
43,13,White,1,38,0,1,1
51,9,White,0,50,1,1,1
23,9,White,0,53,0,1,1
59,9,White,0,40,0,1,1
18,9,White,1,12,0,1,1
23,10,White,1,15,0,1,1
24,9,White,1,40,0,1,1
57,6,White,0,40,0,1,1
28,10,White,0,35,0,1,1
59,13,White,0,50,1,1,1
39,9,White,0,48,0,1,1
26,9,White,0,50,0,1,1
17,7,White,1,23,0,1,1
45,15,White,0,40,1,1,1
64,9,White,1,20,0,1,1
72,13,White,0,4,0,0,0
55,14,White,1,40,0,1,1
47,9,White,0,16,0,1,1
43,10,Asian-Pac-Islander,0,40,0,1,1
46,9,White,1,40,0,1,1
54,9,White,0,40,1,1,1
26,13,Asian-Pac-Islander,0,40,0,1,1
28,13,White,1,40,0,1,1
57,11,White,1,40,0,1,1
35,9,White,0,40,0,1,1
61,9,White,0,40,0,1,1
48,10,White,1,65,0,1,1
30,13,White,0,55,1,1,1
70,11,White,0,40,0,1,1
30,5,White,1,40,0,1,1
34,9,White,1,40,0,1,1
26,13,White,1,40,0,1,1
41,8,White,0,40,0,1,1
19,10,White,0,30,0,1,1
59,9,Black,0,40,0,1,1
48,13,White,1,40,1,1,1
30,9,White,0,70,1,1,1
52,9,White,0,32,0,1,1
43,13,White,1,50,0,1,1
51,13,Black,0,40,1,1,1
25,10,Black,1,40,0,1,1
31,10,White,0,40,0,1,1
19,9,White,1,40,0,1,1
29,11,White,0,70,0,1,1
40,9,White,0,45,0,1,1
40,11,White,0,40,0,1,1
45,7,White,0,40,0,1,1
58,9,White,0,40,0,1,1
28,14,White,1,50,0,1,1
43,13,White,1,40,1,1,1
40,13,White,1,40,0,1,1
55,10,Black,1,56,0,1,1
18,9,White,1,24,0,1,1
36,9,Other,0,40,1,1,1
21,9,White,1,30,0,1,1
45,14,White,0,40,1,1,1
53,13,White,0,60,0,1,1
33,9,White,0,40,0,1,1
35,10,White,1,20,0,1,1
35,9,White,1,29,0,1,1
41,9,Black,1,40,0,1,1
44,13,White,0,45,1,1,1
61,9,White,0,40,0,1,1
18,10,White,1,12,0,1,1
42,13,White,1,38,0,1,1
28,9,White,1,40,0,1,1
53,9,White,0,40,1,1,1
51,9,White,1,40,0,1,1
32,13,Black,1,40,0,1,1
35,9,White,0,40,0,1,1
44,13,White,1,56,0,1,1
25,12,White,0,20,0,0,0
38,13,White,1,40,0,1,1
28,13,White,0,50,1,1,1
36,9,Black,1,40,0,1,1
40,13,Black,1,32,0,1,1
37,11,White,1,40,0,1,1
18,7,White,1,20,0,1,1
51,10,Black,1,50,0,1,1
42,10,White,0,80,1,1,1
41,11,White,1,40,0,1,1
45,9,White,0,25,0,0,0
32,13,White,0,38,1,1,1
24,10,White,0,40,0,1,1
63,6,White,1,20,0,1,1
67,10,White,0,40,1,1,1
36,9,Black,1,50,0,1,1
52,8,White,0,60,1,1,1
32,9,White,0,40,1,1,1
38,10,White,0,45,0,1,1
33,13,Asian-Pac-Islander,0,10,0,1,1
50,9,White,1,40,0,1,1
55,9,White,1,40,0,1,1
47,10,White,1,42,0,0,0
30,9,White,1,40,0,1,1
40,3,Other,0,8,0,1,1
36,9,White,0,40,1,1,1
50,2,White,0,40,0,1,1
45,13,White,0,40,1,1,1
22,9,White,1,40,0,1,1
34,9,White,0,50,1,1,1
37,10,White,0,60,0,1,1
57,4,Black,1,29,0,1,1
29,10,Asian-Pac-Islander,0,40,0,1,1
31,9,White,0,40,0,1,1
32,10,Black,0,40,0,1,1
45,13,Black,0,45,1,0,0
31,9,White,0,40,0,1,1
29,9,White,1,30,0,1,1
30,13,White,0,40,0,1,1
43,9,White,0,50,0,1,1
50,16,White,0,50,1,1,1
37,13,White,1,60,0,1,1
59,14,Black,1,35,0,1,1
18,9,White,1,40,0,1,1
25,13,White,0,43,0,1,1
36,10,White,0,52,0,1,1
17,6,White,1,12,0,1,1
55,9,White,0,40,1,1,1
47,9,White,0,40,0,1,1
17,6,White,1,16,0,0,0
18,10,White,0,30,0,1,1
46,10,White,0,80,1,1,1
31,9,Black,0,40,0,1,1
61,9,White,0,40,0,1,1
28,1,White,0,38,0,1,1
43,13,White,0,40,1,1,1
26,13,White,1,50,0,1,1
32,9,White,0,40,0,1,1
52,9,White,0,40,0,1,1
55,14,White,1,40,0,1,1
67,9,White,1,40,0,1,1
25,10,White,0,48,0,1,1
33,13,White,0,50,1,1,1
29,12,White,1,38,0,1,1
20,10,White,1,40,0,1,1
58,10,White,1,40,0,0,0
56,13,White,1,20,0,0,0
37,10,White,0,45,1,1,1
36,4,Other,1,35,0,1,1
21,10,White,0,60,0,1,1
26,9,Black,1,16,0,1,1
81,2,White,0,30,0,0,0
52,12,Asian-Pac-Islander,0,40,0,1,1
48,9,White,0,40,1,1,1
34,13,White,0,50,1,1,1
47,3,White,0,40,0,1,1
37,11,White,1,48,1,1,1
37,13,White,1,45,0,1,1
42,9,White,0,40,1,1,1
23,10,White,1,25,0,1,1
37,9,White,0,50,0,1,1
45,16,White,0,40,1,1,1
28,10,Amer-Indian-Eskimo,1,40,0,1,1
89,13,White,0,40,0,1,1
54,14,Black,1,37,1,1,1
23,10,White,0,24,0,1,1
20,3,White,0,25,0,0,0
50,9,Asian-Pac-Islander,1,40,0,0,0
35,9,White,1,40,0,1,1
37,9,White,0,40,0,1,1
31,9,White,1,40,0,1,1
24,13,White,0,42,0,1,1
52,10,White,0,40,0,1,1
18,9,White,0,30,0,0,0
35,9,White,0,40,0,1,1
51,14,White,0,40,1,1,1
41,9,White,0,65,1,1,1
57,10,White,1,40,1,1,1
22,9,Other,0,40,0,1,1
37,13,White,0,45,0,1,1
74,9,White,0,35,1,1,1
56,9,White,0,40,0,1,1
33,9,White,0,48,0,1,1
31,10,White,0,30,0,1,1
41,13,White,0,35,1,1,1
26,13,White,1,40,0,1,1
59,6,White,1,25,0,1,1
23,9,Black,0,60,0,1,1
35,9,White,0,40,0,1,1
50,11,White,1,40,0,1,1
52,10,White,1,32,0,1,1
31,10,White,1,40,0,1,1
37,9,Black,1,35,0,1,1
48,10,White,0,40,0,1,1
50,10,White,0,40,0,1,1
30,9,White,0,40,0,1,1
24,9,White,0,40,0,1,1
57,9,White,0,60,0,1,1
49,11,White,0,48,0,1,1
23,13,White,0,40,0,1,1
20,10,Black,1,36,0,1,1
52,9,Asian-Pac-Islander,1,40,1,1,1
56,13,Asian-Pac-Islander,1,50,1,1,1
57,14,White,1,60,1,1,1
20,10,White,0,40,0,1,1
43,9,White,0,35,0,1,1
41,15,Asian-Pac-Islander,0,50,1,1,1
45,10,White,0,40,0,1,1
36,9,White,0,45,0,1,1
62,5,White,1,40,0,1,1
19,9,White,0,6,0,1,1
24,10,White,0,50,0,1,1
19,9,White,0,20,0,1,1
20,9,White,1,40,0,0,0
32,13,White,0,40,0,1,1
44,10,White,1,45,0,1,1
53,4,Black,0,40,0,1,1
45,4,Asian-Pac-Islander,0,36,0,1,1
39,14,White,0,50,1,1,1
55,14,White,0,25,1,1,1
30,13,White,0,55,0,1,1
39,10,Asian-Pac-Islander,0,40,1,1,1
23,9,White,0,45,0,1,1
28,13,White,1,48,0,1,1
42,11,Amer-Indian-Eskimo,0,40,1,1,1
35,9,White,0,40,0,1,1
39,9,White,1,25,0,1,1
29,13,White,1,20,0,1,1
21,9,Asian-Pac-Islander,0,35,0,1,1
35,14,White,0,38,0,1,1
42,10,White,0,40,0,1,1
28,5,White,0,30,0,1,1
57,4,White,1,20,0,1,1
59,9,White,1,45,0,0,0
50,1,Black,0,40,0,1,1
37,15,White,0,50,1,1,1
20,9,White,0,40,0,1,1
46,10,White,1,50,0,1,1
28,10,White,1,40,0,1,1
32,10,White,1,38,0,1,1
20,5,White,0,35,0,1,1
38,13,White,0,40,0,1,1
36,13,White,1,45,0,1,1
30,14,White,1,16,0,1,1
35,14,White,1,45,1,1,1
30,14,Amer-Indian-Eskimo,0,50,0,1,1
56,5,White,0,40,0,1,1
30,5,White,0,40,0,1,1
64,2,White,0,40,0,1,1
21,10,White,1,20,0,0,0
17,6,White,0,35,0,0,0
49,9,Black,1,40,0,1,1
37,13,White,0,40,1,1,1
52,13,White,1,8,0,0,0
55,9,White,1,33,0,1,1
24,7,Black,1,20,0,1,1
23,9,White,1,30,0,1,1
31,10,Black,1,39,0,1,1
17,6,White,0,14,0,0,0
50,9,White,0,38,0,1,1
33,9,White,0,55,0,1,1
24,13,White,1,40,0,1,1
37,8,White,1,45,0,1,1
31,6,White,0,60,0,1,1
77,10,White,0,8,0,0,0
21,13,Black,1,38,0,1,1
18,10,White,0,10,0,1,1
25,9,White,0,40,0,1,1
57,11,Black,0,40,0,1,1
25,10,White,1,60,0,1,1
62,10,White,1,20,0,1,1
35,11,White,0,48,1,1,1
26,10,White,1,40,0,1,1
47,9,Black,0,40,0,1,1
25,12,White,1,40,0,1,1
33,11,White,1,40,0,1,1
28,13,White,0,40,0,1,1
42,15,White,0,40,1,1,1
50,14,White,0,40,1,1,1
61,2,White,0,40,0,1,1
50,9,White,0,40,0,1,1
23,9,White,0,40,0,0,0
27,10,White,1,25,0,0,0
51,9,White,0,50,1,1,1
37,10,White,0,39,0,1,1
25,13,White,1,35,0,1,1
38,13,Asian-Pac-Islander,0,42,1,1,1
60,15,Asian-Pac-Islander,0,60,1,1,1
66,9,White,0,50,0,0,0
74,10,White,0,24,1,1,1
37,14,White,0,70,0,1,1
26,13,White,0,40,0,1,1
39,10,White,0,40,1,1,1
19,9,White,1,8,0,0,0
35,6,White,1,36,0,1,1
43,14,Black,1,40,0,1,1
31,9,White,0,50,1,1,1
35,10,White,0,50,0,1,1
30,10,White,1,65,0,1,1
22,9,White,1,20,0,1,1
36,4,White,1,40,0,1,1
19,10,White,1,34,0,1,1
36,9,White,0,75,0,1,1
29,13,White,1,40,0,1,1
30,10,White,1,40,0,1,1
31,9,White,1,40,0,1,1
27,9,Black,0,40,0,1,1
44,11,Asian-Pac-Islander,0,40,0,0,0
17,7,White,1,15,0,1,1
36,9,White,0,40,1,1,1
43,13,White,0,40,1,1,1
46,5,White,0,40,0,1,1
24,9,Black,1,20,0,1,1
42,10,Black,0,40,0,1,1
55,10,White,0,43,1,1,1
61,11,White,1,40,0,1,1
20,9,White,1,10,0,1,1
60,10,White,0,40,0,1,1
24,11,White,1,40,0,1,1
33,13,White,0,51,0,1,1
67,10,White,1,50,1,1,1
34,9,White,0,50,0,1,1
34,10,White,1,30,0,1,1
38,10,White,1,40,0,1,1
50,13,White,1,40,0,1,1
45,10,White,0,46,0,1,1
55,9,White,1,35,0,0,0
18,9,White,0,35,0,1,1
26,6,Amer-Indian-Eskimo,1,40,0,0,0
40,11,White,1,30,0,1,1
37,10,White,1,40,0,1,1
35,6,White,0,45,0,1,1
22,10,White,1,25,0,1,1
33,9,White,0,40,0,1,1
42,10,White,1,40,1,1,1
36,10,Other,0,40,0,1,1
41,10,White,0,60,0,1,1
39,9,White,1,40,0,1,1
63,10,Asian-Pac-Islander,0,40,1,1,1
52,10,White,0,60,1,1,1
36,6,White,1,35,0,1,1
27,14,White,0,42,0,1,1
19,7,White,1,15,0,1,1
66,10,White,1,40,1,1,1
74,10,Black,0,40,1,1,1
17,5,White,0,5,0,0,0
37,11,White,0,45,0,1,1
52,9,White,0,50,1,1,1
21,10,White,1,40,0,0,0
44,14,White,0,40,1,1,1
24,13,White,0,65,0,1,1
19,10,White,0,18,0,0,0
31,11,Black,0,45,0,1,1
42,10,White,0,40,1,1,1
35,13,White,1,15,1,1,1
35,11,White,0,55,0,1,1
26,15,White,1,80,0,1,1
39,10,White,1,40,0,1,1
38,13,White,0,50,0,1,1
39,13,Asian-Pac-Islander,0,40,1,1,1
35,13,White,0,40,1,1,1
40,9,White,1,45,0,1,1
64,15,White,1,40,1,1,1
22,10,White,1,40,0,0,0
49,13,White,0,45,0,1,1
26,6,White,0,38,0,1,1
38,10,White,1,25,0,0,0
44,3,White,0,45,0,1,1
34,13,Black,0,50,1,1,1
54,10,White,1,40,0,1,1
22,10,White,1,10,0,1,1
64,12,White,0,40,1,1,1
22,9,White,1,20,0,1,1
40,13,White,0,55,1,1,1
36,9,White,0,40,1,1,1
20,9,White,0,40,0,0,0
49,10,White,1,40,0,1,1
42,9,White,0,40,1,1,1
48,13,White,1,50,1,1,1
27,8,White,0,40,0,1,1
30,7,White,0,40,0,1,1
22,9,White,1,28,0,1,1
36,9,White,0,45,0,1,1
53,10,White,1,40,0,1,1
32,9,White,0,40,0,1,1
48,10,White,0,50,0,1,1
40,12,White,0,40,1,1,1
24,13,White,0,40,0,1,1
35,15,White,0,40,1,1,1
35,10,White,0,40,1,1,1
17,10,White,0,15,0,0,0
28,13,White,1,40,0,1,1
30,9,Black,0,80,0,1,1
37,13,White,1,50,0,1,1
23,9,Black,0,40,0,1,1
17,6,White,1,22,0,1,1
47,9,White,0,55,1,1,1
43,10,White,0,40,1,1,1
39,10,Amer-Indian-Eskimo,0,40,1,1,1
37,9,White,0,40,0,1,1
23,9,Black,1,35,0,1,1
41,9,White,1,40,0,1,1
22,9,Black,1,35,0,1,1
30,13,White,1,35,0,0,0
39,16,White,1,60,1,1,1
65,9,White,0,50,1,1,1
61,13,White,1,63,1,1,1
20,8,White,0,30,0,1,1
37,9,White,1,55,0,1,1
39,13,White,0,60,0,1,1
27,9,Black,0,40,0,1,1
32,6,White,0,55,0,1,1
54,10,White,1,35,0,1,1
39,13,White,0,40,1,1,1
17,7,Black,0,20,0,1,1
23,9,Black,1,27,0,1,1
19,7,White,1,25,0,1,1
55,10,Black,0,40,0,1,1
36,12,White,1,3,0,1,1
27,7,White,0,40,0,1,1
23,10,Black,1,40,0,1,1
38,13,White,1,55,0,1,1
22,9,White,0,40,0,1,1
31,13,White,1,40,1,1,1
53,13,White,0,60,1,1,1
67,13,White,0,20,0,1,1
42,9,White,0,55,1,1,1
29,11,White,0,40,0,1,1
31,10,White,0,40,0,1,1
22,6,White,0,40,0,1,1
50,9,Black,1,40,0,1,1
41,12,White,0,50,1,1,1
68,13,White,1,2,0,0,0
42,13,White,0,50,1,1,1
20,10,White,1,20,0,1,1
18,9,Asian-Pac-Islander,1,40,0,1,1
31,4,White,1,20,0,1,1
