,Age,Education_num,Race,Sex,Hours_per_week,>50k,Class_ind,Occupation_ind
4670,51,14,0,0,40,1,1,1
4671,41,9,0,0,65,1,1,1
4672,57,10,0,1,40,1,1,1
4673,22,9,4,0,40,0,1,1
4674,37,13,0,0,45,0,1,1
4675,74,9,0,0,35,1,1,1
4676,56,9,0,0,40,0,1,1
4677,33,9,0,0,48,0,1,1
4678,31,10,0,0,30,0,1,1
4679,41,13,0,0,35,1,1,1
4680,26,13,0,1,40,0,1,1
4681,59,6,0,1,25,0,1,1
4682,23,9,1,0,60,0,1,1
4683,35,9,0,0,40,0,1,1
4684,50,11,0,1,40,0,1,1
4685,52,10,0,1,32,0,1,1
4686,31,10,0,1,40,0,1,1
4687,37,9,1,1,35,0,1,1
4688,48,10,0,0,40,0,1,1
4689,50,10,0,0,40,0,1,1
4690,30,9,0,0,40,0,1,1
4691,24,9,0,0,40,0,1,1
4692,57,9,0,0,60,0,1,1
4693,49,11,0,0,48,0,1,1
4694,23,13,0,0,40,0,1,1
4695,20,10,1,1,36,0,1,1
4696,52,9,3,1,40,1,1,1
4697,56,13,3,1,50,1,1,1
4698,57,14,0,1,60,1,1,1
4699,20,10,0,0,40,0,1,1
4700,43,9,0,0,35,0,1,1
4701,41,15,3,0,50,1,1,1
4702,45,10,0,0,40,0,1,1
4703,36,9,0,0,45,0,1,1
4704,62,5,0,1,40,0,1,1
4705,19,9,0,0,6,0,1,1
4706,24,10,0,0,50,0,1,1
4707,19,9,0,0,20,0,1,1
4708,20,9,0,1,40,0,0,0
4709,32,13,0,0,40,0,1,1
4710,44,10,0,1,45,0,1,1
4711,53,4,1,0,40,0,1,1
4712,45,4,3,0,36,0,1,1
4713,39,14,0,0,50,1,1,1
4714,55,14,0,0,25,1,1,1
4715,30,13,0,0,55,0,1,1
4716,39,10,3,0,40,1,1,1
4717,23,9,0,0,45,0,1,1
4718,28,13,0,1,48,0,1,1
4719,42,11,2,0,40,1,1,1
4720,35,9,0,0,40,0,1,1
4721,39,9,0,1,25,0,1,1
4722,29,13,0,1,20,0,1,1
4723,21,9,3,0,35,0,1,1
4724,35,14,0,0,38,0,1,1
4725,42,10,0,0,40,0,1,1
4726,28,5,0,0,30,0,1,1
4727,57,4,0,1,20,0,1,1
4728,59,9,0,1,45,0,0,0
4729,50,1,1,0,40,0,1,1
4730,37,15,0,0,50,1,1,1
4731,20,9,0,0,40,0,1,1
4732,46,10,0,1,50,0,1,1
4733,28,10,0,1,40,0,1,1
4734,32,10,0,1,38,0,1,1
4735,20,5,0,0,35,0,1,1
4736,38,13,0,0,40,0,1,1
4737,36,13,0,1,45,0,1,1
4738,30,14,0,1,16,0,1,1
4739,35,14,0,1,45,1,1,1
4740,30,14,2,0,50,0,1,1
4741,56,5,0,0,40,0,1,1
4742,30,5,0,0,40,0,1,1
4743,64,2,0,0,40,0,1,1
4744,21,10,0,1,20,0,0,0
4745,17,6,0,0,35,0,0,0
4746,49,9,1,1,40,0,1,1
4747,37,13,0,0,40,1,1,1
4748,52,13,0,1,8,0,0,0
4749,55,9,0,1,33,0,1,1
4750,24,7,1,1,20,0,1,1
4751,23,9,0,1,30,0,1,1
4752,31,10,1,1,39,0,1,1
4753,17,6,0,0,14,0,0,0
4754,50,9,0,0,38,0,1,1
4755,33,9,0,0,55,0,1,1
4756,24,13,0,1,40,0,1,1
4757,37,8,0,1,45,0,1,1
4758,31,6,0,0,60,0,1,1
4759,77,10,0,0,8,0,0,0
4760,21,13,1,1,38,0,1,1
4761,18,10,0,0,10,0,1,1
4762,25,9,0,0,40,0,1,1
4763,57,11,1,0,40,0,1,1
4764,25,10,0,1,60,0,1,1
4765,62,10,0,1,20,0,1,1
4766,35,11,0,0,48,1,1,1
4767,26,10,0,1,40,0,1,1
4768,47,9,1,0,40,0,1,1
4769,25,12,0,1,40,0,1,1
4770,33,11,0,1,40,0,1,1
4771,28,13,0,0,40,0,1,1
4772,42,15,0,0,40,1,1,1
4773,50,14,0,0,40,1,1,1
4774,61,2,0,0,40,0,1,1
4775,50,9,0,0,40,0,1,1
4776,23,9,0,0,40,0,0,0
4777,27,10,0,1,25,0,0,0
4778,51,9,0,0,50,1,1,1
4779,37,10,0,0,39,0,1,1
4780,25,13,0,1,35,0,1,1
4781,38,13,3,0,42,1,1,1
4782,60,15,3,0,60,1,1,1
4783,66,9,0,0,50,0,0,0
4784,74,10,0,0,24,1,1,1
4785,37,14,0,0,70,0,1,1
4786,26,13,0,0,40,0,1,1
4787,39,10,0,0,40,1,1,1
4788,19,9,0,1,8,0,0,0
4789,35,6,0,1,36,0,1,1
4790,43,14,1,1,40,0,1,1
4791,31,9,0,0,50,1,1,1
4792,35,10,0,0,50,0,1,1
4793,30,10,0,1,65,0,1,1
4794,22,9,0,1,20,0,1,1
4795,36,4,0,1,40,0,1,1
4796,19,10,0,1,34,0,1,1
4797,36,9,0,0,75,0,1,1
4798,29,13,0,1,40,0,1,1
4799,30,10,0,1,40,0,1,1
4800,31,9,0,1,40,0,1,1
4801,27,9,1,0,40,0,1,1
4802,44,11,3,0,40,0,0,0
4803,17,7,0,1,15,0,1,1
4804,36,9,0,0,40,1,1,1
4805,43,13,0,0,40,1,1,1
4806,46,5,0,0,40,0,1,1
4807,24,9,1,1,20,0,1,1
4808,42,10,1,0,40,0,1,1
4809,55,10,0,0,43,1,1,1
4810,61,11,0,1,40,0,1,1
4811,20,9,0,1,10,0,1,1
4812,60,10,0,0,40,0,1,1
4813,24,11,0,1,40,0,1,1
4814,33,13,0,0,51,0,1,1
4815,67,10,0,1,50,1,1,1
4816,34,9,0,0,50,0,1,1
4817,34,10,0,1,30,0,1,1
4818,38,10,0,1,40,0,1,1
4819,50,13,0,1,40,0,1,1
4820,45,10,0,0,46,0,1,1
4821,55,9,0,1,35,0,0,0
4822,18,9,0,0,35,0,1,1
4823,26,6,2,1,40,0,0,0
4824,40,11,0,1,30,0,1,1
4825,37,10,0,1,40,0,1,1
4826,35,6,0,0,45,0,1,1
4827,22,10,0,1,25,0,1,1
4828,33,9,0,0,40,0,1,1
4829,42,10,0,1,40,1,1,1
4830,36,10,4,0,40,0,1,1
4831,41,10,0,0,60,0,1,1
4832,39,9,0,1,40,0,1,1
4833,63,10,3,0,40,1,1,1
4834,52,10,0,0,60,1,1,1
4835,36,6,0,1,35,0,1,1
4836,27,14,0,0,42,0,1,1
4837,19,7,0,1,15,0,1,1
4838,66,10,0,1,40,1,1,1
4839,74,10,1,0,40,1,1,1
4840,17,5,0,0,5,0,0,0
4841,37,11,0,0,45,0,1,1
4842,52,9,0,0,50,1,1,1
4843,21,10,0,1,40,0,0,0
4844,44,14,0,0,40,1,1,1
4845,24,13,0,0,65,0,1,1
4846,19,10,0,0,18,0,0,0
4847,31,11,1,0,45,0,1,1
4848,42,10,0,0,40,1,1,1
4849,35,13,0,1,15,1,1,1
4850,35,11,0,0,55,0,1,1
4851,26,15,0,1,80,0,1,1
4852,39,10,0,1,40,0,1,1
4853,38,13,0,0,50,0,1,1
4854,39,13,3,0,40,1,1,1
4855,35,13,0,0,40,1,1,1
4856,40,9,0,1,45,0,1,1
4857,64,15,0,1,40,1,1,1
4858,22,10,0,1,40,0,0,0
4859,49,13,0,0,45,0,1,1
4860,26,6,0,0,38,0,1,1
4861,38,10,0,1,25,0,0,0
4862,44,3,0,0,45,0,1,1
4863,34,13,1,0,50,1,1,1
4864,54,10,0,1,40,0,1,1
4865,22,10,0,1,10,0,1,1
4866,64,12,0,0,40,1,1,1
4867,22,9,0,1,20,0,1,1
4868,40,13,0,0,55,1,1,1
4869,36,9,0,0,40,1,1,1
4870,20,9,0,0,40,0,0,0
4871,49,10,0,1,40,0,1,1
4872,42,9,0,0,40,1,1,1
4873,48,13,0,1,50,1,1,1
4874,27,8,0,0,40,0,1,1
4875,30,7,0,0,40,0,1,1
4876,22,9,0,1,28,0,1,1
4877,36,9,0,0,45,0,1,1
4878,53,10,0,1,40,0,1,1
4879,32,9,0,0,40,0,1,1
4880,48,10,0,0,50,0,1,1
4881,40,12,0,0,40,1,1,1
4882,24,13,0,0,40,0,1,1
4883,35,15,0,0,40,1,1,1
4884,35,10,0,0,40,1,1,1
4885,17,10,0,0,15,0,0,0
4886,28,13,0,1,40,0,1,1
4887,30,9,1,0,80,0,1,1
4888,37,13,0,1,50,0,1,1
4889,23,9,1,0,40,0,1,1
4890,17,6,0,1,22,0,1,1
4891,47,9,0,0,55,1,1,1
4892,43,10,0,0,40,1,1,1
4893,39,10,2,0,40,1,1,1
4894,37,9,0,0,40,0,1,1
4895,23,9,1,1,35,0,1,1
4896,41,9,0,1,40,0,1,1
4897,22,9,1,1,35,0,1,1
4898,30,13,0,1,35,0,0,0
4899,39,16,0,1,60,1,1,1
4900,65,9,0,0,50,1,1,1
4901,61,13,0,1,63,1,1,1
4902,20,8,0,0,30,0,1,1
4903,37,9,0,1,55,0,1,1
4904,39,13,0,0,60,0,1,1
4905,27,9,1,0,40,0,1,1
4906,32,6,0,0,55,0,1,1
4907,54,10,0,1,35,0,1,1
4908,39,13,0,0,40,1,1,1
4909,17,7,1,0,20,0,1,1
4910,23,9,1,1,27,0,1,1
4911,19,7,0,1,25,0,1,1
4912,55,10,1,0,40,0,1,1
4913,36,12,0,1,3,0,1,1
4914,27,7,0,0,40,0,1,1
4915,23,10,1,1,40,0,1,1
4916,38,13,0,1,55,0,1,1
4917,22,9,0,0,40,0,1,1
4918,31,13,0,1,40,1,1,1
4919,53,13,0,0,60,1,1,1
4920,67,13,0,0,20,0,1,1
4921,42,9,0,0,55,1,1,1
4922,29,11,0,0,40,0,1,1
4923,31,10,0,0,40,0,1,1
4924,22,6,0,0,40,0,1,1
4925,50,9,1,1,40,0,1,1
4926,41,12,0,0,50,1,1,1
4927,68,13,0,1,2,0,0,0
4928,42,13,0,0,50,1,1,1
4929,20,10,0,1,20,0,1,1
4930,18,9,3,1,40,0,1,1
4931,31,4,0,1,20,0,1,1
4932,56,10,0,0,40,1,1,1
4933,23,9,0,0,40,0,1,1
4934,45,11,0,1,32,0,0,0
4935,22,10,0,0,30,0,0,0
4936,23,13,0,1,46,0,1,1
4937,54,9,0,0,50,1,1,1
4938,34,12,0,0,38,1,1,1
4939,36,10,1,0,10,0,1,1
4940,29,11,1,1,40,0,1,1
4941,67,5,0,1,6,0,1,1
4942,48,13,0,0,48,1,1,1
4943,53,14,0,1,46,1,1,1
4944,42,4,0,0,50,1,1,1
4945,56,9,0,0,20,0,1,1
4946,20,10,0,1,30,0,0,0
4947,40,9,1,0,40,0,1,1
4948,55,13,0,0,40,1,1,1
4949,61,4,0,0,40,0,1,1
4950,35,13,0,1,40,1,1,1
4951,42,9,0,0,50,0,1,1
4952,32,10,0,0,60,1,1,1
4953,19,10,0,0,40,0,1,1
4954,21,12,0,0,40,0,1,1
4955,39,9,0,0,40,1,1,1
4956,22,9,0,1,40,0,1,1
4957,23,9,0,1,35,0,1,1
4958,49,7,0,0,70,0,1,1
4959,57,10,0,0,32,0,0,0
4960,49,7,0,0,40,0,1,1
4961,34,6,3,1,4,0,1,1
4962,46,7,0,0,32,0,1,1
4963,26,10,0,0,40,0,1,1
4964,38,9,0,0,41,0,1,1
4965,59,6,1,0,40,0,1,1
4966,24,12,0,0,40,0,1,1
4967,26,11,0,1,40,0,1,1
4968,41,10,0,0,50,0,1,1
4969,27,9,0,0,38,0,1,1
4970,23,9,0,0,35,0,1,1
4971,19,5,0,0,40,0,1,1
4972,39,9,0,0,40,0,1,1
4973,46,10,0,1,40,1,1,1
4974,28,9,0,0,40,0,1,1
4975,62,9,0,1,40,0,1,1
4976,28,12,0,0,35,0,1,1
4977,35,9,0,1,40,0,1,1
4978,38,9,0,0,42,0,1,1
4979,53,16,0,0,60,1,1,1
4980,29,13,0,0,50,1,1,1
4981,17,8,0,1,8,0,1,1
4982,45,9,0,1,37,0,1,1
4983,20,9,0,0,40,0,1,1
4984,27,10,0,1,40,0,0,0
4985,59,9,0,0,40,0,1,1
4986,37,14,0,1,40,0,1,1
4987,27,10,0,0,40,0,1,1
4988,29,13,0,0,40,1,1,1
4989,26,10,0,1,35,0,0,0
4990,63,6,0,0,40,0,1,1
4991,39,10,0,1,50,1,1,1
4992,20,10,0,0,40,0,1,1
4993,20,9,0,0,35,0,1,1
4994,53,15,0,0,60,1,1,1
4995,49,6,0,1,40,0,0,0
4996,35,13,1,0,40,0,1,1
4997,40,9,0,1,60,0,1,1
4998,50,14,0,0,40,1,0,0
4999,35,14,0,0,45,1,1,1
5000,38,14,0,0,40,1,1,1
5001,47,9,0,1,40,0,1,1
5002,32,10,0,1,40,1,1,1
5003,43,13,0,1,60,1,1,1
5004,20,10,0,1,30,0,1,1
5005,33,9,0,0,40,0,1,1
5006,23,10,0,0,45,0,1,1
5007,50,15,0,0,50,1,1,1
5008,60,10,0,1,50,0,1,1
5009,56,16,0,0,60,1,1,1
5010,37,10,0,0,40,0,1,1
5011,57,6,0,0,64,0,1,1
5012,22,11,1,0,52,0,1,1
5013,48,15,0,0,48,1,1,1
5014,27,10,1,0,40,0,1,1
5015,18,8,0,0,50,0,1,1
5016,41,12,0,0,60,1,1,1
5017,33,13,0,0,40,0,1,1
5018,51,9,0,0,50,0,1,1
5019,33,14,0,1,45,0,1,1
5020,25,13,0,1,32,0,1,1
5021,55,9,0,0,55,0,1,1
5022,29,7,0,1,70,0,1,1
5023,24,13,0,0,41,0,0,0
5024,41,13,0,0,50,1,1,1
5025,29,14,0,1,50,0,1,1
5026,39,10,2,0,50,1,1,1
5027,35,10,0,0,48,1,1,1
5028,20,10,0,1,40,0,1,1
5029,41,11,0,1,40,0,1,1
5030,26,13,0,0,80,0,1,1
5031,44,9,0,0,45,0,1,1
5032,32,9,0,0,55,0,1,1
5033,35,9,0,0,40,0,1,1
5034,59,4,0,0,38,0,1,1
5035,61,10,0,0,40,0,1,1
5036,20,9,0,0,43,0,1,1
5037,58,8,1,0,45,1,1,1
5038,48,7,0,0,55,0,1,1
5039,26,13,3,1,40,0,1,1
5040,28,10,0,0,40,0,1,1
5041,48,13,0,0,40,1,1,1
5042,45,9,0,0,45,1,1,1
5043,18,9,0,0,40,0,1,1
5044,23,9,0,0,40,0,1,1
5045,31,10,0,1,40,1,1,1
5046,19,9,1,0,20,0,0,0
5047,35,12,0,1,32,0,1,1
5048,22,9,0,0,40,0,1,1
5049,32,9,0,0,60,0,1,1
5050,69,9,0,1,20,0,1,1
5051,39,10,0,1,43,1,1,1
5052,21,10,3,1,15,0,0,0
5053,22,13,0,1,40,0,1,1
5054,52,14,0,0,36,0,1,1
5055,44,14,0,0,48,0,1,1
5056,22,12,0,1,40,0,1,1
5057,49,12,0,0,45,1,1,1
5058,51,9,0,0,50,1,1,1
5059,27,14,3,0,20,0,1,1
5060,34,13,0,0,40,1,1,1
5061,20,10,0,1,12,0,1,1
5062,22,13,3,0,40,0,1,1
5063,68,7,1,1,35,0,1,1
5064,31,9,0,0,73,0,1,1
5065,22,9,0,0,30,0,1,1
5066,62,9,0,0,40,0,0,0
5067,28,9,2,1,40,0,1,1
5068,46,10,1,0,60,1,1,1
5069,49,9,0,0,40,0,1,1
5070,40,14,0,0,55,0,1,1
5071,54,9,0,0,40,0,1,1
5072,24,5,4,0,58,0,1,1
5073,27,12,0,1,40,0,1,1
5074,33,9,0,0,40,0,1,1
5075,19,10,2,0,42,0,1,1
5076,27,9,0,0,40,1,1,1
5077,39,9,0,0,50,0,1,1
5078,29,13,0,0,50,0,0,0
5079,29,8,3,0,50,0,1,1
5080,44,3,0,0,84,1,1,1
5081,51,16,0,0,70,1,1,1
5082,37,13,0,0,55,1,1,1
5083,56,9,0,0,40,1,1,1
5084,19,7,0,1,15,0,1,1
5085,37,13,0,0,40,0,1,1
5086,18,10,0,1,15,0,1,1
5087,35,2,0,0,15,0,0,0
5088,28,4,0,0,35,0,1,1
5089,40,13,0,0,60,1,1,1
5090,50,14,0,0,40,0,1,1
5091,31,9,0,0,60,0,1,1
5092,57,7,0,0,50,0,1,1
5093,40,13,0,0,50,1,1,1
5094,44,13,0,0,40,1,1,1
5095,40,10,0,0,60,0,1,1
5096,42,10,0,1,45,0,1,1
5097,41,10,1,0,35,0,1,1
5098,23,10,0,0,45,0,1,1
5099,41,9,0,0,99,0,1,1
5100,41,10,0,0,40,0,1,1
5101,29,11,0,0,75,0,1,1
5102,33,13,1,1,40,0,1,1
5103,43,9,0,1,46,0,1,1
5104,18,10,0,1,10,0,1,1
5105,67,10,0,1,33,0,1,1
5106,21,9,0,0,40,0,1,1
5107,36,8,0,0,48,0,1,1
5108,22,10,0,0,65,0,0,0
5109,64,13,0,0,40,1,0,0
5110,24,7,0,1,30,0,1,1
5111,44,9,0,0,40,0,1,1
5112,22,10,0,0,4,0,1,1
5113,60,4,0,0,15,0,1,1
5114,31,10,0,0,50,1,1,1
5115,74,8,0,0,11,0,1,1
5116,30,13,0,0,40,0,1,1
5117,29,7,0,0,40,0,1,1
5118,47,10,0,1,50,1,1,1
5119,71,11,0,1,20,0,1,1
5120,33,6,0,0,80,0,1,1
5121,56,9,0,1,30,0,1,1
5122,24,7,2,1,40,0,1,1
5123,37,13,0,0,40,1,1,1
5124,52,13,0,0,40,0,1,1
5125,42,13,0,0,40,0,1,1
5126,56,9,0,0,48,0,1,1
5127,52,13,0,0,40,0,1,1
5128,56,16,0,0,56,0,1,1
5129,54,13,0,0,40,0,1,1
5130,43,13,0,0,60,0,1,1
5131,68,9,0,1,42,0,1,1
5132,38,13,0,1,40,0,1,1
5133,44,14,0,0,40,1,1,1
5134,32,7,0,1,15,0,0,0
5135,23,13,0,0,50,0,1,1
5136,69,9,0,1,40,0,1,1
5137,52,9,0,0,60,1,1,1
5138,24,12,0,0,40,0,1,1
5139,45,13,0,0,40,1,1,1
5140,43,5,0,0,84,0,1,1
5141,59,13,0,0,40,1,1,1
5142,35,12,0,0,50,1,1,1
5143,43,13,0,0,20,1,1,1
5144,47,7,0,0,40,0,1,1
5145,29,10,1,1,14,0,0,0
5146,77,12,0,0,2,0,0,0
5147,48,9,1,0,40,0,1,1
5148,40,13,0,0,50,1,1,1
5149,23,10,0,0,15,0,1,1
5150,51,9,0,0,40,1,1,1
5151,43,12,1,1,40,0,1,1
5152,44,9,1,0,40,0,1,1
5153,24,13,0,1,40,0,1,1
5154,39,14,1,0,70,1,1,1
5155,19,10,0,0,20,0,1,1
5156,21,10,0,1,25,0,1,1
5157,49,9,0,0,48,1,1,1
5158,22,10,0,0,36,0,1,1
5159,59,9,1,1,40,0,1,1
5160,51,9,0,0,50,1,1,1
5161,38,13,0,1,38,0,1,1
5162,45,9,0,0,50,1,1,1
5163,56,10,0,0,60,0,1,1
5164,67,10,0,1,4,0,0,0
5165,27,9,3,0,40,1,1,1
5166,21,10,0,1,38,0,1,1
5167,55,14,0,0,45,0,1,1
5168,31,10,0,1,20,0,1,1
5169,57,5,0,0,45,0,1,1
5170,33,9,1,0,40,0,1,1
5171,26,14,1,0,40,0,1,1
5172,51,9,0,0,40,0,1,1
5173,35,9,0,0,40,0,1,1
5174,19,9,0,0,20,0,0,0
5175,46,13,3,0,40,1,1,1
5176,38,13,0,0,48,0,1,1
5177,24,4,0,0,24,0,1,1
5178,38,14,0,1,50,1,1,1
5179,49,9,0,1,16,0,1,1
5180,34,13,1,0,21,0,1,1
5181,55,13,0,0,20,1,0,0
5182,51,10,0,0,30,0,1,1
5183,72,9,0,1,20,0,1,1
5184,60,4,0,0,50,1,1,1
5185,45,11,0,0,40,0,1,1
5186,21,6,0,0,30,0,1,1
5187,49,10,0,0,40,1,1,1
5188,46,13,1,1,40,0,1,1
5189,62,10,0,0,40,0,1,1
5190,51,13,0,0,50,1,1,1
5191,50,10,0,0,50,1,1,1
5192,18,9,0,0,20,0,1,1
5193,71,13,0,1,38,1,1,1
5194,30,9,0,0,22,0,1,1
5195,51,6,0,1,40,0,1,1
5196,36,11,0,0,40,1,1,1
5197,41,9,0,1,45,0,1,1
5198,38,10,0,1,10,0,1,1
5199,49,13,0,0,75,1,1,1
5200,42,13,0,1,40,0,1,1
5201,53,10,0,0,45,1,1,1
5202,21,10,0,0,10,0,1,1
5203,19,9,0,1,40,0,1,1
5204,43,13,0,1,40,0,1,1
5205,47,14,0,0,45,1,1,1
5206,30,9,0,0,40,1,1,1
5207,63,15,0,0,50,1,1,1
5208,53,9,0,1,35,0,1,1
5209,23,10,0,0,40,0,1,1
5210,28,9,0,1,40,0,1,1
5211,61,15,0,0,45,1,1,1
5212,60,11,2,1,40,0,1,1
5213,32,13,0,0,40,0,1,1
5214,47,9,0,0,56,1,1,1
5215,36,11,0,1,40,0,1,1
5216,24,9,0,0,40,0,1,1
5217,46,13,0,0,44,0,1,1
5218,59,6,0,0,40,0,1,1
5219,30,7,0,0,40,0,1,1
5220,30,13,0,0,60,0,1,1
5221,38,9,0,0,40,0,1,1
5222,57,9,0,1,30,0,1,1
5223,64,15,0,0,60,1,1,1
5224,48,14,0,0,60,0,1,1
5225,28,13,0,0,42,1,1,1
5226,46,9,0,0,45,1,1,1
5227,51,9,0,0,40,0,0,0
5228,55,9,0,0,60,1,1,1
5229,44,12,0,1,40,0,1,1
5230,50,11,0,0,40,0,1,1
5231,58,9,0,0,55,1,1,1
5232,27,11,1,0,40,0,1,1
5233,52,14,0,1,40,0,1,1
5234,30,10,0,0,40,0,1,1
5235,49,6,0,0,99,1,1,1
5236,32,9,0,0,40,0,1,1
5237,44,13,0,0,60,1,1,1
5238,63,3,4,0,32,0,1,1
5239,60,13,0,0,40,1,1,1
5240,55,10,0,0,40,0,1,1
5241,77,8,0,0,12,0,1,1
5242,55,14,0,0,55,1,1,1
5243,51,9,0,0,35,0,1,1
5244,35,10,0,0,40,0,1,1
5245,26,9,0,1,42,0,0,0
5246,33,13,0,0,40,0,1,1
5247,34,13,0,0,47,1,1,1
5248,52,13,0,0,48,1,1,1
5249,50,9,0,1,40,0,1,1
5250,48,16,0,0,45,1,1,1
5251,24,13,3,0,40,0,1,1
5252,44,12,0,0,40,0,1,1
5253,40,9,0,1,32,0,1,1
5254,61,10,0,0,40,0,1,1
5255,60,9,0,0,40,0,1,1
5256,18,7,1,0,25,0,0,0
5257,47,10,0,0,40,1,1,1
5258,30,10,0,0,48,1,1,1
5259,44,9,1,1,38,1,1,1
5260,60,6,0,0,50,0,1,1
5261,44,9,0,1,40,0,1,1
5262,33,13,0,1,40,0,1,1
5263,38,9,1,1,40,0,1,1
5264,42,13,0,1,17,1,1,1
5265,45,13,1,0,45,1,1,1
5266,40,14,0,0,50,1,1,1
5267,40,10,0,0,40,1,1,1
5268,60,13,0,0,40,1,1,1
5269,40,9,0,1,40,0,1,1
5270,45,13,0,1,40,0,1,1
5271,51,14,0,0,20,1,1,1
5272,31,9,0,0,35,0,1,1
5273,19,7,0,0,40,0,1,1
5274,24,13,0,0,40,0,1,1
5275,51,5,1,1,40,0,1,1
5276,28,13,0,0,50,0,1,1
5277,31,12,0,1,40,0,1,1
5278,19,9,0,0,46,0,1,1
5279,39,14,1,0,56,0,1,1
5280,27,13,0,1,40,0,1,1
5281,39,9,0,1,40,1,1,1
5282,45,14,0,1,40,0,1,1
5283,21,11,0,0,40,0,1,1
5284,67,6,0,0,16,0,1,1
5285,28,5,0,0,40,0,1,1
5286,28,9,0,1,46,0,1,1
5287,48,10,0,0,40,1,1,1
5288,24,13,0,0,20,0,1,1
5289,66,13,0,1,4,0,0,0
5290,23,9,0,1,40,0,1,1
5291,17,6,0,1,20,0,1,1
5292,21,9,0,1,40,0,1,1
5293,30,9,0,0,40,0,1,1
5294,53,9,0,1,40,0,1,1
5295,40,13,0,0,60,1,1,1
5296,39,7,0,1,40,0,1,1
5297,38,11,0,0,43,0,1,1
5298,33,12,0,0,45,0,1,1
5299,36,13,0,1,40,0,1,1
5300,53,13,0,1,52,0,1,1
5301,32,9,0,1,50,0,1,1
5302,52,10,0,1,40,0,1,1
5303,31,7,0,0,38,0,1,1
5304,35,8,0,0,40,0,1,1
5305,49,9,1,1,40,0,1,1
5306,28,12,0,0,40,0,1,1
5307,75,9,0,0,40,1,1,1
5308,43,12,1,0,40,0,1,1
5309,22,9,1,1,40,0,1,1
5310,43,9,1,1,40,0,1,1
5311,40,13,0,0,60,1,1,1
5312,29,10,0,0,40,0,1,1
5313,21,7,0,0,60,0,1,1
5314,44,11,1,0,40,0,1,1
5315,33,10,0,0,45,1,1,1
5316,38,13,0,0,48,1,1,1
5317,29,9,0,1,32,0,1,1
5318,34,9,0,0,55,1,1,1
5319,27,8,0,0,40,1,1,1
5320,20,9,0,0,40,0,1,1
5321,35,14,0,0,40,0,1,1
5322,59,10,0,0,40,1,1,1
5323,19,10,0,1,32,0,1,1
5324,27,6,0,1,40,0,1,1
5325,41,13,0,0,50,1,1,1
5326,35,12,0,0,50,0,1,1
5327,26,9,0,1,30,0,1,1
5328,32,13,0,0,55,1,1,1
5329,23,7,0,1,35,0,0,0
5330,23,11,0,0,50,0,1,1
5331,21,9,0,1,30,0,1,1
5332,58,9,0,0,24,0,1,1
5333,58,9,0,1,28,0,1,1
5334,19,9,0,0,20,0,1,1
5335,29,10,0,1,36,0,1,1
5336,25,12,0,1,40,0,1,1
5337,29,12,0,0,40,0,1,1
5338,18,7,0,1,12,0,1,1
5339,23,10,0,0,35,0,1,1
5340,52,10,0,1,40,0,1,1
5341,23,13,0,1,12,0,1,1
5342,18,9,0,1,20,0,1,1
5343,39,13,0,0,55,1,1,1
5344,34,5,4,0,40,0,1,1
5345,39,10,0,1,40,0,1,1
5346,30,11,0,0,40,0,1,1
5347,50,10,0,1,38,0,1,1
5348,68,3,0,0,30,0,0,0
5349,32,9,0,0,40,0,1,1
5350,29,6,0,1,38,0,1,1
5351,29,9,0,1,30,0,1,1
5352,31,9,0,1,40,0,1,1
5353,25,3,0,0,40,0,1,1
5354,30,10,0,1,40,0,1,1
5355,56,6,0,1,25,0,1,1
5356,42,10,0,0,40,1,1,1
5357,52,10,0,1,50,0,1,1
5358,37,14,0,0,55,1,1,1
5359,27,10,0,0,20,0,1,1
5360,32,10,0,0,40,0,0,0
5361,19,9,0,1,24,0,1,1
5362,37,9,0,0,40,0,1,1
5363,46,9,0,0,50,1,1,1
5364,33,9,1,0,40,0,1,1
5365,40,10,0,0,40,1,1,1
5366,44,13,0,0,40,1,1,1
5367,34,13,0,1,48,1,1,1
5368,60,10,1,1,40,0,1,1
5369,48,10,0,0,40,0,1,1
5370,39,7,4,0,40,0,1,1
5371,24,5,0,0,48,0,1,1
5372,65,4,0,0,27,0,0,0
5373,63,9,0,0,32,0,0,0
5374,28,9,0,0,40,1,1,1
5375,33,9,1,0,46,1,1,1
5376,28,9,1,0,40,0,1,1
5377,34,12,0,1,45,1,1,1
5378,25,7,4,0,40,0,1,1
5379,74,9,0,0,48,0,0,0
5380,28,8,0,0,40,0,1,1
5381,23,11,0,0,40,0,1,1
5382,25,10,0,1,40,0,1,1
5383,19,9,0,0,15,0,1,1
5384,48,13,0,0,40,0,1,1
5385,60,14,0,0,50,0,1,1
5386,26,7,1,0,40,0,1,1
5387,38,9,0,0,40,0,1,1
5388,53,10,0,1,39,0,1,1
5389,30,9,0,0,40,0,1,1
5390,53,10,1,1,30,0,1,1
5391,22,6,0,0,40,0,0,0
5392,41,13,0,0,99,1,1,1
5393,42,9,0,0,50,0,1,1
5394,22,13,0,1,20,0,1,1
5395,27,13,1,1,60,0,1,1
5396,44,15,1,1,40,0,1,1
5397,58,9,0,1,45,0,1,1
5398,28,16,0,0,30,0,1,1
5399,48,10,0,0,40,0,1,1
5400,43,9,0,0,40,1,0,0
5401,41,10,0,0,40,0,1,1
5402,50,14,0,0,40,0,1,1
5403,46,9,0,0,40,0,1,1
