Unnamed: 0,Age,Education_num,Race,Sex,Hours_per_week,Class_ind,Occupation_ind
8898,19,9,0,1,30,1,1
13392,30,10,3,1,40,1,1
11877,53,13,0,0,40,1,1
9402,44,10,0,0,35,1,1
11720,48,8,3,1,40,1,1
5427,52,9,1,0,40,1,1
10269,51,9,0,0,40,1,1
11910,36,16,0,1,40,1,1
8857,51,9,0,0,60,1,1
7216,63,2,1,0,40,1,1
5994,31,10,2,1,40,1,1
8834,31,14,0,1,45,1,1
3767,64,16,0,0,50,1,1
4272,57,13,0,0,50,1,1
15760,57,12,0,0,40,1,1
9193,45,10,0,0,40,1,1
786,67,10,0,0,15,1,1
15610,56,13,0,0,40,1,1
9707,54,4,0,0,70,1,1
11228,48,10,0,0,45,1,1
7853,38,15,0,0,50,1,1
14435,35,10,0,0,40,1,1
2905,62,16,0,1,40,1,1
4626,46,10,0,0,80,1,1
996,59,6,0,1,15,1,1
12943,57,9,0,0,40,1,1
15766,59,9,0,0,50,1,1
7246,38,13,0,1,40,1,1
6250,18,10,4,1,25,0,0
9920,40,14,3,0,35,1,1
8055,44,3,0,0,40,1,1
15538,35,13,1,0,55,1,1
5523,62,16,0,0,50,1,1
11212,29,13,0,1,40,1,1
7505,19,10,0,1,18,1,1
8926,33,13,0,0,40,1,1
156,26,9,0,0,40,1,1
10730,42,9,0,0,60,1,1
3085,22,9,0,0,45,1,1
11345,46,10,0,1,55,1,1
1552,21,10,0,1,32,1,1
10064,40,9,0,0,40,1,1
12356,28,9,0,1,15,1,1
495,55,10,0,0,36,1,1
2321,35,9,0,0,40,1,1
912,43,9,0,0,40,1,1
9844,21,9,0,0,40,1,1
8777,42,13,1,0,40,1,1
151,27,7,1,1,32,1,1
9566,35,15,0,0,80,1,1
11386,19,10,0,1,10,1,1
13844,34,9,0,0,25,1,1
1738,29,10,0,1,28,1,1
3001,51,12,0,0,55,1,1
10072,30,5,0,0,40,1,1
6961,58,9,0,0,40,1,1
14717,59,11,0,0,40,1,1
2883,47,10,0,0,40,1,1
3720,47,9,0,0,40,1,1
7127,58,10,0,1,40,1,1
888,47,10,0,0,40,1,1
5471,59,13,0,0,40,1,1
3201,27,13,0,1,55,1,1
10546,64,4,0,0,48,1,1
4823,26,6,2,1,40,0,0
4704,62,5,0,1,40,1,1
343,39,14,0,0,45,1,1
4136,27,10,0,1,40,0,0
11759,37,7,0,0,45,1,1
3188,21,6,0,0,25,1,1
4522,43,10,3,0,40,1,1
2223,25,10,0,0,40,1,1
2121,28,13,0,0,50,1,1
6858,32,15,0,1,60,1,1
11304,36,14,0,0,50,1,1
12934,34,9,0,1,40,1,1
9704,38,9,0,0,50,1,1
10306,68,9,0,0,40,1,1
7366,45,10,0,0,40,1,1
13293,44,13,0,0,45,1,1
4734,32,10,0,1,38,1,1
13747,46,14,0,0,50,1,1
1465,23,10,0,1,23,0,0
4593,38,10,0,0,45,1,1
3565,53,10,0,0,40,1,1
5840,41,3,0,0,96,1,1
283,31,10,0,1,40,1,1
15132,20,9,0,0,10,1,1
6175,53,9,0,1,30,1,1
11200,48,11,2,0,40,1,1
8911,34,10,1,1,40,1,1
4151,32,9,0,0,50,1,1
15754,33,12,1,0,32,1,1
12478,41,7,1,0,40,1,1
7376,27,9,0,1,32,1,1
15391,58,15,0,0,70,1,1
15155,43,13,1,1,60,1,1
8861,44,13,3,0,40,1,1
9538,47,13,0,1,50,1,1
3161,70,9,0,0,15,1,1
2630,64,10,0,0,40,1,1
12902,48,9,0,1,20,1,1
13898,18,7,0,0,35,1,0
15734,26,11,0,0,40,1,1
1203,41,10,0,0,40,1,1
14884,30,9,0,0,40,1,1
11056,32,11,0,0,50,1,1
616,18,9,0,0,30,1,1
3114,31,9,0,0,50,1,1
13201,21,10,0,1,8,1,1
7481,41,10,0,1,30,1,1
10143,46,13,0,0,50,1,1
2728,55,12,0,1,52,1,1
9195,46,11,0,1,20,1,1
12923,30,13,0,0,37,1,1
13442,33,10,1,0,50,1,1
10760,36,13,0,0,40,1,1
1357,49,10,0,0,40,1,1
14353,38,9,0,0,60,1,1
7798,29,10,0,1,50,1,1
8997,52,12,0,0,40,1,1
12591,51,10,1,1,40,1,1
15702,62,9,0,0,45,1,1
1590,58,13,0,0,50,1,1
15820,21,10,0,1,40,1,1
3140,28,10,0,1,40,1,1
5338,18,7,0,1,12,1,1
12769,27,13,1,1,40,1,1
11702,34,10,0,0,40,1,1
547,35,11,0,0,40,1,1
7118,18,7,0,0,5,1,1
12624,33,6,0,0,40,1,1
15104,43,2,0,1,30,1,1
26,22,9,0,0,20,1,1
1067,64,9,0,1,40,1,1
3918,22,10,0,1,30,1,1
6604,22,10,0,1,20,1,1
5529,22,9,1,0,40,1,1
6678,45,9,0,1,40,1,1
5398,28,16,0,0,30,1,1
11669,18,7,0,1,20,1,1
8081,34,9,0,1,32,1,1
11135,19,9,0,0,40,1,1
15451,44,13,0,1,40,1,1
437,75,6,0,1,5,0,0
11635,35,9,0,0,40,1,1
14862,23,10,0,1,20,1,1
5269,40,9,0,1,40,1,1
1861,29,3,0,0,42,1,1
11755,24,9,0,0,40,1,1
8316,54,13,0,1,40,1,1
13761,29,10,0,1,34,1,1
2706,27,9,0,0,60,1,1
13794,40,13,0,1,40,1,1
8518,38,13,0,0,45,1,1
5325,41,13,0,0,50,1,1
6957,57,9,1,1,32,1,1
12557,40,13,1,1,40,1,1
14974,22,12,1,1,40,1,1
15883,25,9,0,0,40,1,1
10977,36,14,0,1,50,1,1
4011,32,11,0,0,50,1,1
14615,39,10,0,0,35,1,1
534,27,9,0,0,60,1,1
12279,45,13,1,0,65,1,1
585,21,10,0,0,30,1,1
14744,24,9,0,0,40,1,1
9713,40,15,0,0,50,1,1
11028,32,9,0,1,40,1,1
8683,34,13,0,0,40,1,1
12452,39,10,0,0,40,1,1
12266,23,13,0,0,35,1,1
6464,45,14,0,1,40,1,1
12783,52,9,0,0,55,1,1
15201,23,11,0,0,45,1,1
1916,31,14,0,0,40,1,1
14421,24,9,0,0,40,1,1
8107,34,10,0,0,63,1,1
15491,39,10,0,0,40,1,1
1910,36,10,0,0,50,1,1
9640,32,13,0,0,45,1,1
9479,23,10,1,1,40,1,1
1133,49,3,3,1,20,1,1
11895,40,4,0,0,20,1,1
11719,18,7,0,0,35,1,1
1317,41,13,0,1,40,1,1
4368,35,9,0,1,5,1,1
8313,81,9,1,0,20,1,1
12482,25,13,0,0,40,1,1
9419,20,9,0,0,40,1,1
7325,44,9,0,0,40,1,1
6080,43,9,0,0,37,1,1
14106,49,9,0,0,60,1,1
2601,35,10,0,0,55,1,1
6568,38,13,0,1,42,1,1
2173,26,6,0,1,40,1,1
3605,36,9,3,0,90,1,1
6429,41,13,0,0,50,1,1
9222,29,12,0,1,37,1,1
7995,22,10,0,1,30,1,1
3768,23,10,1,0,40,1,1
5077,39,9,0,0,50,1,1
8274,38,9,0,1,32,1,1
4631,26,13,0,1,50,1,1
9530,23,9,0,0,70,1,1
240,25,9,0,1,35,1,1
10334,47,5,0,0,48,1,1
12524,48,10,0,0,40,1,1
7602,26,14,0,1,40,1,1
9334,55,14,0,0,40,1,1
1867,31,13,0,1,40,1,1
9584,37,12,0,0,30,0,0
16143,42,10,0,1,40,1,1
2521,27,13,0,0,40,1,1
10739,33,9,0,1,8,1,1
1820,32,5,0,0,40,1,1
2410,76,3,0,0,8,0,0
8243,40,6,0,0,40,1,1
6637,32,13,0,0,36,1,1
5187,49,10,0,0,40,1,1
12929,43,9,0,0,40,1,1
4565,44,13,0,0,45,1,1
7942,52,9,0,0,60,1,1
13431,77,9,0,1,40,1,1
6391,47,9,0,0,60,1,1
2118,29,9,0,1,30,1,1
3779,34,13,0,0,50,1,1
14122,60,9,0,1,38,1,1
4961,34,6,3,1,4,1,1
2809,48,10,0,0,40,1,1
498,34,3,3,0,40,1,1
15064,44,13,0,1,70,1,1
12959,25,9,0,0,40,1,1
8617,39,10,0,0,48,1,1
4284,61,9,0,1,40,1,1
11086,60,10,0,0,26,1,1
11934,47,13,0,1,35,1,1
228,25,5,0,1,40,0,0
9535,32,9,0,0,65,1,1
10652,37,10,0,1,40,1,1
2741,24,13,0,1,40,1,1
15196,41,9,0,1,40,1,1
6001,48,13,0,1,38,1,1
5718,56,9,0,0,40,1,1
11170,48,9,0,0,70,1,1
5583,29,10,0,1,35,0,0
13755,19,7,2,0,43,1,1
13851,38,9,0,0,50,1,1
9489,36,10,0,0,40,1,1
1128,49,9,0,1,24,1,1
11325,30,9,0,0,40,1,1
1706,57,14,0,0,60,1,1
7450,44,13,0,0,40,1,1
3153,20,10,0,1,10,1,1
10313,39,9,0,0,40,1,1
11626,49,13,0,0,40,1,1
15660,53,10,0,1,40,1,1
6240,25,10,0,1,40,1,1
7104,26,9,0,0,40,1,1
11731,58,13,0,0,55,1,1
2721,21,10,0,0,40,0,0
7445,38,10,0,0,40,1,1
7893,45,13,0,0,50,1,1
15728,51,14,0,0,30,1,1
12444,26,13,0,0,43,1,1
8042,61,9,0,1,40,1,1
10914,21,10,0,0,30,0,0
9947,24,12,0,0,30,1,1
13640,20,10,0,0,40,1,1
12615,35,7,1,0,40,1,1
11112,51,9,0,0,45,1,1
11255,41,10,0,0,40,1,1
11825,64,9,1,1,40,1,1
9053,46,13,0,1,40,1,1
11452,34,3,4,0,40,1,1
6054,34,8,0,1,34,1,1
10991,18,7,0,1,16,1,1
13250,36,15,0,1,15,1,1
2550,18,7,0,1,12,1,1
14518,45,14,0,0,60,1,1
7440,25,10,0,0,40,1,1
14253,23,13,0,0,30,1,1
6768,59,9,0,1,40,1,1
11958,41,13,0,0,45,1,1
14479,56,9,0,0,40,1,1
6449,22,13,0,1,40,1,1
11275,38,14,0,0,40,1,1
15840,50,10,0,0,45,1,1
2644,30,9,0,0,75,1,1
14280,49,9,0,0,40,1,1
4487,32,16,0,0,45,1,1
2061,25,11,0,1,42,1,1
4645,26,9,1,1,16,1,1
9112,48,13,0,0,55,1,1
15315,28,9,1,1,40,1,1
14112,37,10,0,0,40,1,1
15755,48,13,0,1,40,1,1
14692,48,14,0,1,10,1,1
7265,41,10,0,0,40,1,1
10287,33,13,0,1,40,1,1
4174,26,13,0,1,35,1,1
13114,28,11,0,1,40,1,1
13594,37,9,0,0,50,1,1
9734,40,14,3,1,50,1,1
8543,32,6,1,1,40,1,1
13003,27,9,1,1,40,1,1
983,38,9,1,0,40,1,1
11063,28,9,0,0,45,1,1
5480,25,13,0,0,45,1,1
12787,32,11,0,0,40,1,1
4797,36,9,0,0,75,1,1
10476,45,9,0,0,40,1,1
3662,18,10,0,0,25,1,1
15022,46,11,0,0,40,1,1
6947,26,9,1,1,40,1,1
4657,28,10,2,1,40,1,1
6414,41,9,0,0,50,1,1
3150,26,8,0,0,40,1,1
10223,87,9,0,0,16,1,1
12023,24,13,0,1,40,1,1
4813,24,11,0,1,40,1,1
5969,38,10,0,0,40,1,1
2939,45,4,0,0,10,1,1
1340,38,13,0,1,8,1,1
1391,47,7,1,0,40,1,1
11466,25,12,0,0,45,1,1
14058,33,13,0,0,45,1,1
10063,29,10,0,0,50,1,1
8802,22,13,0,0,20,1,1
12673,44,10,0,0,40,1,1
11992,38,14,3,0,40,1,1
15599,18,8,0,1,40,0,0
6146,53,9,0,0,40,1,1
1412,48,9,0,0,40,1,1
2256,40,9,1,0,40,1,1
12068,44,14,0,0,44,1,1
11696,54,10,0,1,40,1,1
6120,26,13,0,0,50,1,1
2212,21,9,0,0,40,1,1
5603,56,13,0,1,60,1,1
8881,19,9,2,1,78,1,1
6004,31,10,1,0,40,1,1
5417,47,13,1,0,45,1,1
4938,34,12,0,0,38,1,1
3624,20,9,0,0,40,1,1
3158,52,12,0,0,40,1,1
4267,63,9,0,0,40,1,1
9158,49,14,0,1,35,1,1
463,44,4,0,0,38,1,1
1754,27,9,0,0,40,1,1
10029,62,4,1,0,40,1,1
15953,30,13,0,0,40,1,1
6380,67,12,0,1,40,1,1
3829,31,9,0,0,40,1,1
378,73,10,0,0,10,0,0
16099,43,10,1,0,40,1,1
1335,42,12,0,1,40,1,1
15791,53,10,0,0,48,1,1
2716,66,9,0,0,40,1,1
14660,46,13,0,0,50,1,1
12333,37,13,0,0,40,1,1
14742,37,9,1,0,40,1,1
15010,27,10,0,1,40,1,1
6322,34,14,0,0,55,1,1
10031,20,7,0,0,40,1,1
11068,21,10,0,0,40,1,1
1894,47,3,0,1,40,1,1
4661,20,3,0,0,25,0,0
10809,56,9,1,1,40,1,1
7769,61,3,1,0,40,1,1
7090,46,9,0,1,40,1,1
6221,17,6,0,0,40,0,0
12953,54,9,0,1,40,1,1
12214,44,10,0,0,40,1,1
7037,35,9,0,0,42,1,1
9378,33,13,0,0,40,1,1
9450,29,13,0,0,40,1,1
9470,43,13,0,0,47,1,1
9412,43,10,0,0,75,1,1
11236,36,12,0,0,50,1,1
12147,25,11,0,0,65,1,1
3992,45,9,0,1,45,1,1
6691,37,9,0,0,40,1,1
1030,23,10,0,1,40,1,1
9164,20,9,0,0,25,1,1
2220,36,13,0,0,40,1,1
12623,43,13,0,0,40,1,1
15019,35,9,0,0,50,1,1
3793,44,9,0,0,45,1,1
11909,35,13,0,0,50,1,1
15972,34,9,1,0,40,1,1
4327,22,9,0,1,40,1,1
13953,23,4,0,0,40,1,1
8302,59,9,0,1,40,1,1
15469,24,10,0,0,30,1,1
14359,17,7,0,1,14,1,1
5731,44,13,3,0,40,1,1
2917,42,11,0,0,40,1,1
5586,43,10,0,1,40,1,1
15917,46,15,0,0,35,1,1
6326,27,9,1,0,40,1,1
1515,62,13,0,0,28,1,1
15418,59,5,1,1,32,0,0
14796,66,4,0,1,40,1,1
13717,39,13,0,0,40,1,1
2263,52,9,0,0,50,1,1
4479,22,10,0,0,20,1,1
4239,37,10,0,0,40,1,1
13870,28,10,3,0,48,0,0
13695,34,9,2,0,40,1,1
893,27,8,1,1,44,1,1
1490,44,10,0,0,50,1,1
13073,24,13,0,1,40,0,0
10504,17,7,0,1,4,1,1
8516,57,14,0,0,50,1,1
2933,43,9,0,0,40,1,1
15000,46,10,0,1,40,1,1
1129,28,13,0,1,55,1,1
731,42,6,0,0,45,1,1
3084,54,9,0,0,50,1,1
7297,25,3,0,0,40,1,1
4588,63,6,0,1,20,1,1
2795,51,10,0,0,60,1,1
8979,38,13,0,1,40,1,1
7601,45,14,0,0,40,1,1
798,25,13,0,1,30,1,1
6232,19,10,0,1,30,0,0
734,20,4,0,0,20,1,1
10206,64,11,0,0,50,1,1
2244,38,14,1,0,40,1,1
178,33,9,0,0,50,1,1
1174,74,4,0,1,35,1,1
790,39,9,0,1,40,1,1
13095,38,9,0,0,60,1,1
198,19,9,0,1,40,1,1
11144,28,9,0,0,45,1,1
7675,23,13,0,1,40,1,1
548,21,11,0,0,50,1,1
3339,36,10,0,0,80,1,1
15415,51,9,0,0,40,1,1
7465,50,9,0,0,40,1,1
14163,18,7,0,1,25,1,1
12033,31,10,0,0,40,1,1
13452,31,13,3,1,40,1,1
7533,55,10,0,0,40,1,1
66,41,12,0,0,60,1,1
4712,45,4,3,0,36,1,1
5214,47,9,0,0,56,1,1
13060,34,13,1,1,39,1,1
5033,35,9,0,0,40,1,1
11058,25,9,0,0,40,1,1
2572,33,16,0,0,40,1,1
11146,51,13,0,0,50,1,1
11723,35,10,0,0,40,1,1
622,33,9,0,0,40,1,1
6222,20,10,0,1,20,1,1
787,54,9,0,0,40,1,1
3332,26,10,2,0,40,1,1
15687,58,14,0,0,35,1,1
6008,61,12,0,0,50,1,1
11497,62,12,0,0,40,1,1
8334,63,11,1,0,40,1,1
14290,35,13,0,0,60,1,1
11460,22,10,0,1,25,1,1
9464,32,13,0,0,45,1,1
515,63,3,0,1,50,1,1
478,31,10,0,1,20,1,1
4476,37,9,0,1,40,1,1
13369,46,6,0,0,40,1,1
9599,19,9,1,1,35,1,1
6899,46,9,0,0,40,1,1
1033,65,10,0,0,18,1,1
10138,54,10,0,0,98,1,1
2598,53,4,0,0,40,1,1
1514,36,9,0,0,40,1,1
6191,37,9,0,0,48,1,1
11839,35,13,0,0,65,1,1
7237,26,10,0,0,40,1,1
5753,59,9,0,1,60,1,1
13904,41,9,0,0,40,1,1
14977,58,9,0,0,40,1,1
8236,44,13,0,0,40,1,1
8536,37,9,0,0,35,1,1
5521,31,13,0,0,40,1,1
1462,69,9,0,1,30,1,1
7915,29,9,0,0,48,1,1
1871,25,11,0,1,35,1,1
13295,17,7,1,0,18,1,1
7209,39,8,1,1,48,1,1
14962,66,9,0,0,40,1,1
7349,60,13,0,1,40,1,1
4623,47,9,0,0,40,1,1
10289,47,4,0,0,72,1,1
4818,38,10,0,1,40,1,1
220,34,13,3,0,40,1,1
13581,47,13,0,0,38,1,1
9799,26,10,0,0,40,1,1
2476,33,6,1,0,50,1,1
4248,32,13,0,0,55,1,1
12465,35,13,0,0,40,1,1
14947,53,8,0,0,40,1,1
13680,46,13,0,0,60,1,1
6487,30,10,1,0,25,1,1
10479,25,9,0,0,40,1,1
10569,60,13,0,0,40,1,1
5650,30,11,0,1,40,1,1
14851,33,5,0,0,50,1,1
11776,50,14,0,1,60,1,1
8052,30,8,0,0,44,1,1
14999,49,15,0,0,60,1,1
2881,23,6,0,0,10,1,1
1677,67,9,1,0,40,1,1
15541,59,10,0,0,74,1,1
6060,40,13,3,0,40,1,1
901,37,9,0,0,99,1,1
12446,90,10,0,1,12,1,1
15534,49,3,0,0,35,1,1
2296,40,10,3,1,40,1,1
15182,39,9,0,0,54,1,1
8488,53,12,0,0,45,1,1
9801,40,10,1,1,40,1,1
9525,52,14,0,0,50,1,1
13740,51,13,0,0,37,1,1
12945,27,13,0,1,55,1,1
6772,53,10,0,0,40,1,1
12896,51,9,0,0,40,1,1
7257,75,9,0,1,40,1,1
2580,38,9,0,0,40,1,1
7966,21,3,4,0,32,1,1
15466,37,9,0,0,40,1,1
12108,44,9,0,0,40,1,1
16054,30,11,0,1,40,1,1
10637,27,14,0,0,65,1,1
10166,36,3,3,0,40,1,1
5254,61,10,0,0,40,1,1
681,33,8,0,0,40,1,1
15197,43,6,0,0,40,1,1
3159,52,6,3,0,45,1,1
12700,32,9,0,0,40,1,1
2987,46,12,0,0,40,1,1
4908,39,13,0,0,40,1,1
1882,45,9,0,0,50,1,1
14827,27,9,2,1,33,1,1
1940,57,9,3,1,40,1,1
3296,18,9,0,1,20,1,1
3534,63,9,0,1,25,1,1
5974,21,9,1,0,40,1,1
3729,56,9,0,0,50,1,1
490,39,11,0,0,40,1,1
5708,22,12,0,1,40,1,1
1181,44,14,0,1,25,1,1
1375,51,10,0,1,40,1,1
5014,27,10,1,0,40,1,1
626,64,13,0,0,10,0,0
4758,31,6,0,0,60,1,1
14641,56,10,0,1,38,1,1
12856,24,9,0,1,25,0,0
11943,25,10,0,1,40,1,1
4180,53,9,4,0,60,1,1
14232,43,9,0,1,46,1,1
9553,61,13,0,0,40,1,1
2887,23,9,0,1,35,1,1
8876,38,14,0,0,50,1,1
4539,48,13,0,1,40,1,1
16003,80,4,0,0,15,1,1
6671,28,8,0,0,40,1,1
6453,62,11,0,1,33,1,1
9211,64,9,0,1,24,0,0
1366,30,10,0,0,40,1,1
2639,40,13,0,0,40,1,1
15439,44,13,0,0,40,1,1
5602,42,9,0,0,99,1,1
14754,43,10,0,1,46,1,1
5730,56,11,0,0,40,1,1
7204,31,10,0,0,40,1,1
5296,39,7,0,1,40,1,1
11266,18,7,0,1,6,1,1
2938,54,5,0,0,24,1,1
11142,40,12,0,0,45,1,1
14142,47,10,0,0,43,1,1
8890,23,13,0,0,30,1,1
5979,49,7,0,0,40,1,1
4534,34,9,0,1,40,1,1
11004,48,9,0,0,40,1,1
7669,26,9,0,0,40,1,1
7607,27,15,0,0,40,1,1
13078,25,9,0,1,35,1,1
10715,41,14,0,0,61,1,1
16035,19,9,0,0,44,0,0
15839,72,9,0,0,8,0,0
6681,44,9,0,0,60,1,1
5428,32,9,0,0,99,1,1
12044,49,13,0,0,46,1,1
5266,40,14,0,0,50,1,1
11481,20,3,0,0,40,1,1
15974,23,10,0,0,25,1,1
1784,71,5,0,0,39,1,1
7116,49,13,0,0,45,1,1
494,36,5,1,0,40,1,1
9877,54,15,0,1,50,1,1
9551,36,13,3,0,40,1,1
2038,48,9,0,0,45,1,1
4041,29,5,0,1,27,1,1
9281,77,4,0,1,40,1,1
2897,48,10,1,0,40,1,1
8558,36,9,0,0,40,1,1
14208,18,9,0,1,3,0,0
11609,33,14,3,0,55,1,1
14089,27,9,0,0,40,1,1
10821,29,10,0,1,50,1,1
2653,62,13,0,0,35,1,1
15211,71,9,0,0,35,1,1
10781,41,6,0,1,30,1,1
8514,76,13,0,0,40,1,1
2031,40,13,0,1,24,1,1
5089,40,13,0,0,60,1,1
813,61,9,0,0,40,1,1
7235,42,10,1,1,40,1,1
6280,32,9,2,0,40,1,1
15026,22,10,0,1,25,1,1
1079,81,4,0,1,40,1,1
2226,46,9,0,0,45,1,1
12721,43,10,1,0,40,1,1
14921,52,9,0,0,38,1,1
12190,27,13,0,1,15,1,1
9356,31,2,0,0,40,1,1
3261,24,13,0,1,40,1,1
5649,19,10,0,0,30,0,0
3862,43,10,1,1,35,1,1
2936,21,10,0,1,38,1,1
12242,17,8,0,1,24,1,1
7080,53,10,0,1,40,1,1
3917,35,13,0,0,50,1,1
13282,46,13,3,0,40,1,1
305,37,13,1,0,40,1,1
4056,57,11,0,0,40,1,1
15514,25,13,0,0,40,1,1
2999,19,7,0,0,20,1,1
13341,30,4,0,0,40,0,0
1231,35,9,0,0,40,1,1
2313,25,13,0,1,40,1,1
12818,40,14,3,0,40,1,1
11177,49,9,0,0,40,1,1
13927,28,13,0,0,50,1,1
4321,18,7,1,0,30,0,0
9030,23,12,0,1,30,0,0
16147,55,11,0,0,40,1,1
6470,38,10,0,0,40,1,1
16165,52,13,0,0,65,1,1
7500,33,12,2,1,40,1,1
13762,32,9,0,0,60,1,1
3899,53,10,0,1,40,1,1
3567,29,10,0,1,40,1,1
5452,25,9,0,1,25,1,1
8022,50,15,0,0,60,1,1
14123,31,9,0,1,40,1,1
12908,23,9,0,0,50,1,1
4270,71,14,0,0,8,0,0
8531,38,14,0,1,48,1,1
4086,32,12,0,0,40,1,1
6663,34,9,0,0,40,1,1
10581,27,10,1,0,32,1,1
13259,20,10,0,0,12,1,1
588,23,9,1,1,40,1,1
3365,42,13,0,0,40,1,1
2670,38,16,0,0,50,1,1
5515,34,7,0,0,40,0,0
16195,33,9,0,0,35,1,1
14046,30,10,0,1,40,1,1
2395,36,13,0,0,40,1,1
5506,41,9,3,0,70,1,1
2170,38,14,0,1,40,1,1
15303,27,6,0,0,20,1,1
8134,30,15,0,0,40,1,1
10148,49,9,0,0,47,1,1
9081,80,9,0,1,14,0,0
15337,29,9,3,0,75,1,1
9845,54,9,0,0,40,1,1
13611,57,9,0,1,45,1,1
5673,19,9,1,1,40,1,1
2774,27,9,0,1,40,0,0
7620,35,10,1,0,40,0,0
6559,40,14,0,0,40,1,1
10154,43,10,3,0,40,1,1
9145,68,9,0,0,23,0,0
8456,37,13,0,0,39,1,1
15790,58,9,0,0,35,1,1
15278,44,10,1,0,50,1,1
5798,59,13,0,0,55,1,1
5982,41,7,1,0,40,1,1
5882,27,13,0,1,40,1,1
14517,24,9,0,0,40,1,1
10071,33,14,0,0,38,1,1
2181,39,9,0,0,40,1,1
15200,18,6,1,0,40,0,0
1473,55,9,0,0,51,1,1
6103,46,13,1,0,40,1,1
12349,22,7,0,1,25,1,1
9082,61,6,0,1,36,1,1
9955,27,9,0,0,50,1,1
9401,43,9,0,1,35,1,1
10530,19,10,0,0,30,1,1
421,33,9,0,1,40,1,1
9350,41,11,0,0,40,1,1
2306,38,9,0,0,45,1,1
13941,22,10,0,1,25,1,1
171,34,14,0,0,40,1,1
3956,30,2,0,1,30,1,1
5606,49,10,0,0,30,1,1
15085,71,14,0,0,70,1,1
8462,56,9,1,1,40,1,1
1725,28,5,0,1,35,1,1
8938,70,9,0,0,40,1,1
11114,23,7,4,0,40,1,1
9035,69,9,0,0,28,1,1
15259,19,9,0,0,40,0,0
15889,35,9,0,0,55,1,1
904,26,10,1,0,38,1,1
3494,44,10,0,0,57,1,1
8346,47,4,0,0,40,0,0
10580,27,14,0,1,40,1,1
7797,39,10,0,1,25,1,1
7396,47,6,0,0,40,1,1
13626,35,9,0,0,40,1,1
2080,18,9,4,0,32,1,1
7928,62,12,0,1,40,1,1
12389,44,9,0,1,20,1,1
7933,64,14,0,0,45,1,1
9316,28,9,0,1,40,1,1
10718,28,9,0,0,45,1,1
11601,59,16,0,0,55,1,1
7211,50,9,0,0,40,1,1
4677,33,9,0,0,48,1,1
6533,77,9,0,1,5,1,1
5209,23,10,0,0,40,1,1
2646,17,6,0,0,8,1,1
12476,63,2,0,0,25,1,1
11923,75,10,0,1,10,1,1
11389,50,7,0,0,40,1,1
12343,35,13,0,0,50,1,1
11488,38,9,0,0,40,1,1
6365,49,10,0,1,60,0,0
12612,19,9,0,0,40,1,1
2155,38,9,0,0,40,1,1
15370,46,13,0,1,16,1,1
7370,45,10,0,0,40,1,1
14522,23,13,0,0,42,0,0
7837,37,9,0,0,40,1,1
3715,34,9,0,0,40,1,1
8111,41,10,0,0,40,0,0
13218,48,9,0,0,40,1,1
13534,32,10,0,0,40,1,1
3622,22,13,0,1,15,1,1
4516,17,7,0,1,23,1,1
7354,22,9,4,0,45,1,1
8750,34,5,0,0,45,1,1
1436,61,9,0,1,40,1,1
507,61,10,0,0,45,1,1
5275,51,5,1,1,40,1,1
5663,50,10,2,0,50,1,1
5402,50,14,0,0,40,1,1
5930,29,7,0,0,40,1,1
8947,21,9,3,1,40,1,1
2339,30,11,0,0,40,1,1
10732,46,6,1,1,30,1,1
4386,25,9,0,0,50,1,1
12687,31,13,0,0,45,1,1
7680,45,5,1,0,40,1,1
15685,60,10,0,1,40,1,1
13817,43,13,0,0,40,1,1
8693,38,9,0,0,55,1,1
643,58,14,0,0,40,1,1
10431,18,10,0,1,30,0,0
1539,38,10,0,1,40,1,1
9121,29,11,0,0,40,1,1
1211,37,12,0,0,40,1,1
12012,20,9,0,0,50,1,1
14895,31,9,0,0,72,1,1
8864,19,10,0,0,8,1,1
6106,37,15,0,0,60,1,1
5615,18,9,1,0,40,1,1
14363,48,14,0,0,60,1,1
1464,36,12,0,0,43,1,1
1192,23,10,0,0,40,1,1
3590,61,9,0,0,30,1,1
10547,47,14,0,0,45,1,1
6360,33,9,0,0,40,1,1
8697,35,10,0,1,32,1,1
13273,30,10,0,0,40,1,1
6719,35,9,0,0,45,1,1
506,18,9,0,1,10,1,1
16146,23,13,0,1,43,1,1
10056,73,13,0,0,40,0,0
10118,55,10,0,0,40,1,1
10458,19,9,1,1,35,1,1
1773,49,9,0,1,40,1,1
272,64,10,0,1,40,1,1
15703,61,10,0,1,40,1,1
15288,48,10,0,0,50,1,1
3618,74,9,0,1,28,1,1
2381,38,9,0,0,40,1,1
7008,22,9,0,0,40,1,1
9269,31,10,0,1,40,1,1
14283,55,9,0,0,45,1,1
4633,52,9,0,0,40,1,1
8504,33,13,0,0,45,1,1
746,30,9,3,0,60,1,1
7707,27,13,0,0,40,1,1
3569,49,9,0,1,40,0,0
8982,90,9,3,0,40,1,1
10872,43,9,1,0,40,1,1
8557,71,9,0,1,25,1,1
6448,43,9,0,1,40,1,1
5599,37,14,0,0,40,1,1
10690,38,12,1,1,30,1,1
11961,22,10,0,0,10,1,1
11732,41,9,3,1,40,1,1
8572,35,13,0,0,55,1,1
11505,35,9,0,0,40,1,1
9484,38,5,0,0,40,1,1
1912,32,9,0,0,40,1,1
15626,36,11,0,0,40,1,1
599,22,10,3,0,35,1,1
